#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A1A9F5
#Date Time: 2018-06-28 16:28:04.276
#Sample rate: 1e+08Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 2: Range: 1 V/div Offset: 0 V

Time (s),Channel 2 (V)
-4.0693400576368874e-05,-1.009413760330794
-4.0683400576368872e-05,-1.0578645550208812
-4.0673400576368871e-05,-1.0094137603308009
-4.0663400576368876e-05,-1.0243216971585061
-4.0653400576368874e-05,-1.009413760330794
-4.0643400576368873e-05,-1.0355026497793023
-4.0633400576368871e-05,-1.0317756655723727
-4.0623400576368876e-05,-1.0205947129515884
-4.0613400576368875e-05,-1.0839534444693895
-4.0603400576368873e-05,0.7087259590638354
-4.0593400576368871e-05,6.3439260799416655
-4.058340057636887e-05,2.4566815521149636
-4.0573400576368875e-05,4.7897736656519463
-4.0563400576368873e-05,3.4629672879849442
-4.0553400576368872e-05,3.6754053877799411
-4.054340057636887e-05,4.4692530238552344
-4.0533400576368875e-05,2.8181990201868423
-4.0523400576368874e-05,5.0916593864132587
-4.0513400576368872e-05,2.4045037732168861
-4.0503400576368871e-05,5.2109228810337793
-4.0493400576368876e-05,2.5014053625982924
-4.0483400576368874e-05,4.9239450971014183
-4.0473400576368873e-05,3.0045482305325804
-4.0463400576368871e-05,4.2269990504055492
-4.0453400576368876e-05,3.8133038034365319
-4.0443400576368875e-05,3.4816022090195924
-4.0433400576368873e-05,4.4990688975114237
-4.0423400576368871e-05,2.9151006095662657
-4.041340057636887e-05,4.823316523513359
-4.0403400576368875e-05,2.721297430805917
-4.0393400576368873e-05,4.7935006498588759
-4.0383400576368872e-05,2.9225545779801259
-4.037340057636887e-05,4.4431641344070041
-4.0363400576368875e-05,3.4033355406745405
-4.0353400576368874e-05,3.9064784086095878
-4.0343400576368872e-05,3.9884720611620432
-4.033340057636887e-05,3.3697926828121583
-4.0323400576368876e-05,4.3798054028892111
-4.0313400576368874e-05,3.0418180726018784
-4.0303400576368872e-05,4.5326117553737912
-4.0293400576368871e-05,3.0082752147395109
-4.0283400576368876e-05,4.4282561975791115
-4.0273400576368874e-05,3.2393482355691567
-4.0263400576368873e-05,4.1040085715768662
-4.0253400576368871e-05,3.6381355457106439
-4.024340057636887e-05,3.6903133246078181
-4.0233400576368875e-05,4.0369228558521302
-4.0223400576368873e-05,3.3362498249493315
-4.0213400576368872e-05,4.2568149240609872
-4.020340057636887e-05,3.1834434724657226
-4.0193400576368875e-05,4.3089927029580046
-4.0183400576368874e-05,2.9821863252910017
-4.0173400576368872e-05,-2.3883979168948128
-4.016340057636887e-05,0.623005322302842
-4.0153400576368876e-05,-2.9139026900703033
-4.0143400576368874e-05,1.0814243797568135
-4.0133400576368872e-05,-3.1337947582807697
-4.0123400576368871e-05,0.94352596410041156
-4.0113400576368876e-05,-2.6269249061366953
-4.0103400576368874e-05,0.090046580713491628
-4.0093400576368873e-05,-1.520010596680174
-4.0083400576368871e-05,-1.1249502707456172
-4.007340057636887e-05,-0.33482961887733903
-4.0063400576368875e-05,-2.1722328328928855
-4.0053400576368873e-05,0.44038309616489107
-4.0043400576368872e-05,-2.6492868113798975
-4.003340057636887e-05,0.60064341706143953
-4.0023400576368875e-05,-2.548658237792794
-4.0013400576368874e-05,0.27639579105998069
-4.0003400576368872e-05,-1.9374328278563095
-3.999340057636887e-05,-0.52490581343016807
-3.9983400576368876e-05,-1.0653185234344948
-3.9973400576368874e-05,-1.4491978967485082
-3.9963400576368872e-05,-0.26028993473790785
-3.9953400576368871e-05,-2.0604233066849922
-3.9943400576368876e-05,0.15713229643721904
-3.9933400576368874e-05,-2.2467725170314816
-3.9923400576368873e-05,0.14222435961050856
-3.9913400576368871e-05,-2.0231534646156941
-3.9903400576368876e-05,-0.24538199791099724
-3.9893400576368875e-05,-1.5051026598524548
-3.9883400576368873e-05,-0.90505820253676006
-3.9873400576368871e-05,-0.83424550260509422
-3.986340057636887e-05,-1.5125566282657703
-3.9853400576368875e-05,-0.31619469784185456
-3.9843400576368873e-05,-1.8666201279246437
-3.9833400576368872e-05,-0.13357247170229525
-3.982340057636887e-05,-1.9113439384070452
-3.9813400576368875e-05,-0.24910898211787424
-3.9803400576368874e-05,-1.6579090123365758
-3.9793400576368872e-05,-0.61808041860316687
-3.9783400576368871e-05,-1.2218518601257355
-3.9773400576368876e-05,-1.0988613812971646
-3.9763400576368874e-05,-0.74107089743184962
-3.9753400576368873e-05,-1.5051026598524548
-3.9743400576368871e-05,-0.4429121608774671
-3.9733400576368876e-05,-1.6877248859914482
-3.9723400576368875e-05,-0.39073438198045018
-3.9713400576368873e-05,-1.6243661544742078
-3.9703400576368871e-05,-0.55099470287843078
-3.969340057636887e-05,-1.389566149437391
-3.9683400576368875e-05,-0.86033439205360263
-3.9673400576368873e-05,-1.0466836024000916
-3.9663400576368872e-05,-1.1994899548842128
-3.965340057636887e-05,-0.73361692901832065
-3.9643400576368875e-05,-1.4603788493689671
-3.9633400576368874e-05,-0.57708359232693929
-3.9623400576368872e-05,-1.5162836124732442
-3.9613400576368871e-05,-0.58826454494811165
-3.9603400576368876e-05,-1.4305629757134761
-3.9593400576368874e-05,-0.77461375529421772
-3.9583400576368873e-05,-1.2069439232980723
-3.9573400576368871e-05,-0.99450582350307482
-3.9563400576368876e-05,-0.95350899722686588
