#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A1A9F5
#Date Time: 2018-06-28 16:26:04.275
#Sample rate: 1e+08Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 2: Range: 1 V/div Offset: 0 V

Time (s),Channel 2 (V)
-4.0693037634408602e-05,-1.0355026497793023
-4.06830376344086e-05,-1.0541375708139513
-4.0673037634408599e-05,-1.0094137603308009
-4.0663037634408604e-05,-1.0243216971585061
-4.0653037634408602e-05,-1.0317756655723727
-4.06430376344086e-05,-1.0466836024000916
-4.0633037634408599e-05,-1.024321697158513
-4.0623037634408604e-05,-1.0578645550208658
-4.0613037634408602e-05,-1.0205947129515833
-4.0603037634408601e-05,-0.88642328150211114
-4.0593037634408599e-05,5.8296022593853554
-4.0583037634408598e-05,2.5833990151508002
-4.0573037634408603e-05,5.4084530440022904
-4.0563037634408601e-05,2.1473418629387311
-4.05530376344086e-05,5.4121800282092201
-4.0543037634408598e-05,2.2964212312171832
-4.0533037634408603e-05,5.0692974811704197
-4.0523037634408602e-05,2.8629228306692491
-4.05130376344086e-05,4.3686244502688814
-4.0503037634408598e-05,3.6828593561937435
-4.0493037634408604e-05,3.5561418931582462
-4.0483037634408602e-05,4.4170752449589683
-4.04730376344086e-05,2.9113736253593361
-4.0463037634408599e-05,4.89785620765291
-4.0453037634408604e-05,2.6020339361852085
-4.0443037634408602e-05,5.0171197022746634
-4.0433037634408601e-05,2.6169418730118839
-4.0423037634408599e-05,4.830770491928174
-4.0413037634408598e-05,2.9001926727392302
-4.0403037634408603e-05,4.4021673081312489
-4.0393037634408601e-05,3.4331514143295054
-4.03830376344086e-05,3.8692085665402898
-4.0373037634408598e-05,4.0033799979894678
-4.0363037634408603e-05,3.3548847459842754
-4.0353037634408602e-05,4.4021673081312489
-4.03430376344086e-05,3.026910135774159
-4.0333037634408598e-05,4.5996974710977598
-4.0323037634408604e-05,2.9113736253601039
-4.0313037634408602e-05,4.5549736606153699
-4.03030376344086e-05,3.0567260094295978
-4.0293037634408599e-05,4.3574434976480916
-4.0283037634408604e-05,3.3362498249497961
-4.0273037634408602e-05,4.0033799979897626
-4.0263037634408601e-05,3.7164022140561688
-4.0253037634408599e-05,3.6269545930898541
-4.0243037634408598e-05,4.025741903231018
-4.0233037634408603e-05,3.3138879197077529
-4.0223037634408601e-05,4.2642688924748473
-4.02130376344086e-05,3.1573545830167022
-4.0203037634408598e-05,4.3276276239921234
-4.0193037634408603e-05,3.1610815672236319
-4.0183037634408602e-05,4.21954508199169
-4.01730376344086e-05,-0.02921691390826138
-4.0163037634408598e-05,-1.8032613964063136
-4.0153037634408603e-05,-0.65162327646605878
-4.0143037634408602e-05,-0.80815661315658571
-4.01330376344086e-05,-1.7287217122682417
-4.0123037634408599e-05,0.12358943857585966
-4.0113037634408604e-05,-2.455483632618376
-4.0103037634408602e-05,0.58946246444208239
-4.0093037634408601e-05,-2.6455598271729679
-4.0083037634408599e-05,0.55964659078664414
-4.0073037634408597e-05,-2.4293947431698557
-4.0063037634408603e-05,0.1757672174728766
-4.0053037634408601e-05,-1.8740740963385032
-4.0043037634408599e-05,-0.5360867660507117
-4.0033037634408598e-05,-1.1659470970218937
-4.0023037634408603e-05,-1.2740296390228083
-4.0013037634408601e-05,-0.49881692398141386
-4.00030376344086e-05,-1.8330772700622757
-3.9993037634408598e-05,-0.055305803357707094
-3.9983037634408603e-05,-2.1163280697880023
-3.9973037634408602e-05,0.10122753333428097
-3.99630376344086e-05,-2.1051471171681495
-3.9953037634408599e-05,-0.032943898115191161
-3.9943037634408604e-05,-1.8591661595099533
-3.9933037634408602e-05,-0.41682327142895864
-3.9923037634408601e-05,-1.4044740862653506
-3.9913037634408599e-05,-0.92742010777833872
-3.9903037634408604e-05,-0.88642328150212979
-3.9893037634408603e-05,-1.4044740862653506
-3.9883037634408601e-05,-0.46527406611904581
-3.9873037634408599e-05,-1.7138137754405227
-3.9863037634408598e-05,-0.27519787156632186
-3.9853037634408603e-05,-1.8032613964068374
-3.9843037634408601e-05,-0.27147088735869718
-3.98330376344086e-05,-1.7100867912335929
-3.9823037634408598e-05,-0.44663914508485791
-3.9813037634408603e-05,-1.4603788493688366
-3.9803037634408602e-05,-0.79697566053579638
-3.97930376344086e-05,-1.1025883655040385
-3.9783037634408599e-05,-1.1286772549523927
-3.9773037634408604e-05,-0.789521692122091
-3.9763037634408602e-05,-1.4231090072999997
-3.9753037634408601e-05,-0.56590263970614996
-3.9743037634408599e-05,-1.5572804387494719
-3.9733037634408604e-05,-0.49136295556803899
-3.9723037634408603e-05,-1.553553454542542
-3.9713037634408601e-05,-0.56217565549922011
-3.9703037634408599e-05,-1.4417439283346485
-3.9693037634408598e-05,-0.75970581846670027
-3.9683037634408603e-05,-1.2032169390911425
-3.9673037634408601e-05,-0.97959788667535563
-3.96630376344086e-05,-0.97959788667535563
-3.9653037634408598e-05,-1.2181248759186685
-3.9643037634408603e-05,-0.79324867632905982
-3.9633037634408602e-05,-1.3709312284029826
-3.96230376344086e-05,-0.70007407115562204
-3.9613037634408598e-05,-1.4156550388858182
-3.9603037634408604e-05,-0.70752803956980359
-3.9593037634408602e-05,-1.3746582126099125
-3.95830376344086e-05,-0.79324867632886664
-3.9573037634408599e-05,-1.2330328127465808
-3.9563037634408604e-05,-0.93487407619233398
-3.9553037634408602e-05,-1.0615915392278108
-3.9543037634408601e-05,-1.0876804286763193
-3.9533037634408599e-05,-0.9087851867436898
-3.9523037634408598e-05,-1.2032169390909695
-3.9513037634408603e-05,-0.82306454998430478
-3.9503037634408601e-05,-1.2926645600574573
-3.94930376344086e-05,-0.78579470791500705
-3.9483037634408598e-05,-1.3001185284711083
-3.9473037634408603e-05,-0.84169947101916209
-3.9463037634408602e-05,-1.2218518601257915
-3.94530376344086e-05,-0.90505820253676006
-3.9443037634408598e-05,-1.0988613812970747
-3.9433037634408604e-05,-1.0243216971585469
-3.9423037634408602e-05,-1.0317756655723727
-3.94130376344086e-05,-1.1249502707456172
-3.9403037634408599e-05,-0.91251217095061965
-3.9393037634408604e-05,-1.1808550338494417
-3.9383037634408602e-05,-0.90505820253676006
-3.9373037634408601e-05,-1.2069439232980723
-3.9363037634408599e-05,-0.87151534467439196
-3.9353037634408598e-05,-1.1920359864702261
-3.9343037634408603e-05,-0.91251217095061965
-3.9333037634408601e-05,-1.1249502707456172
-3.93230376344086e-05,-1.0019597919169343
-3.9313037634408598e-05,-1.0466836024000967
-3.9303037634408603e-05,-1.0578645550208761
-3.9293037634408602e-05,-0.98332487088228548
-3.92830376344086e-05,-1.1324042391594766
-3.9273037634408598e-05,-0.95350899722693538
-3.9263037634408604e-05,-1.1473121759871077
-3.9253037634408602e-05,-0.93487407619219831
-3.92430376344086e-05,-1.1584931286079851
-3.9233037634408599e-05,-0.94978201301991738
-3.9223037634408604e-05,-1.1137693181247532
-3.9213037634408602e-05,-0.97587090246842589
-3.9203037634408601e-05,-1.0727724918486001
-3.9193037634408599e-05,-1.0280486813654428
-3.9183037634408598e-05,-1.0243216971585503
-3.9173037634408603e-05,-1.1063153497109683
-3.9163037634408601e-05,-0.98332487088228548
-3.91530376344086e-05,-1.1212232865386873
-3.9143037634408598e-05,-0.97214391826156399
-3.9133037634408603e-05,-1.1212232865386873
-3.9123037634408601e-05,-0.97214391826149615
-3.91130376344086e-05,-1.1174963023317577
-3.9103037634408598e-05,-0.97587090246847163
-3.9093037634408603e-05,-1.0764994760554842
-3.9083037634408602e-05,-1.0168677287446535
-3.90730376344086e-05,-1.0280486813654428
-3.9063037634408599e-05,-1.0504105866070215
-3.9053037634408604e-05,-1.0131407445377405
-3.9043037634408602e-05,-1.0690455076416705
-3.9033037634408601e-05,-0.99823280771000455
-3.9023037634408599e-05,-1.07649947605553
-3.9013037634408597e-05,-0.97959788667540137
-3.9003037634408603e-05,-1.0802264602624598
-3.8993037634408601e-05,-0.99823280771000455
-3.8983037634408599e-05,-1.0727724918486001
-3.8973037634408598e-05,-1.0131407445377441
-3.8963037634408603e-05,-1.0578645550208812
-3.8953037634408601e-05,-1.042956618193162
-3.89430376344086e-05,-1.042956618193162
-3.8933037634408598e-05,-1.0690455076416434
-3.8923037634408603e-05,-1.0094137603308211
-3.8913037634408602e-05,-1.0615915392278108
-3.89030376344086e-05,-0.99077883929614496
-3.8893037634408599e-05,-1.0802264602624598
-3.8883037634408604e-05,-0.99450582350311378
-3.8873037634408602e-05,-1.0727724918486001
-3.8863037634408601e-05,-1.0019597919169343
-3.8853037634408599e-05,-1.0466836024000916
-3.8843037634408604e-05,-1.0280486813654512
-3.8833037634408603e-05,-1.042956618193162
-3.8823037634408601e-05,-1.0392296339862321
-3.8813037634408599e-05,-1.0205947129515833
-3.8803037634408598e-05,-1.054137570813936
-3.8793037634408603e-05,-1.0205947129515833
-3.8783037634408601e-05,-1.0615915392278108
-3.87730376344086e-05,-1.009413760330794
-3.8763037634408598e-05,-1.054137570813936
-3.8753037634408603e-05,-1.0205947129515986
-3.8743037634408602e-05,-1.0615915392278108
-3.87330376344086e-05,-1.0168677287446535
-3.8723037634408599e-05,-1.0280486813654546
-3.8713037634408604e-05,-1.0541375708139396
-3.8703037634408602e-05,-1.0205947129515833
