#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A1A9F5
#Date Time: 2018-06-28 03:28:19.972
#Sample rate: 1e+08Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 2: Range: 1 V/div Offset: 0 V

Time (s),Channel 2 (V)
-4.0693703703703705e-05,-1.0019597919169343
-4.0683703703703703e-05,-1.0355026497793023
-4.0673703703703702e-05,-1.0056867761238759
-4.0663703703703707e-05,-1.0317756655723609
-4.0653703703703705e-05,-1.0131407445377236
-4.0643703703703704e-05,-1.0317756655723727
-4.0633703703703702e-05,-1.0168677287446535
-4.0623703703703707e-05,-1.0504105866070061
-4.0613703703703706e-05,-0.80815661315658571
-4.0603703703703704e-05,6.0681292486288614
-4.0593703703703702e-05,2.6057609203910941
-4.0583703703703701e-05,5.3003705019999403
-4.0573703703703706e-05,2.2516974207327651
-4.0563703703703704e-05,5.4569038386923774
-4.0553703703703703e-05,2.0951640840417145
-4.0543703703703701e-05,5.5351705070363399
-4.0533703703703706e-05,2.0988910682502069
-4.0523703703703705e-05,5.4643578071062366
-4.0513703703703703e-05,2.2293355154911865
-4.0503703703703702e-05,5.289189549379242
-4.0493703703703707e-05,2.4417736152874792
-4.0483703703703705e-05,5.0096657338608033
-4.0473703703703704e-05,2.721297430805917
-4.0463703703703702e-05,4.7375958867549297
-4.0453703703703707e-05,3.0380910883957215
-4.0443703703703706e-05,4.4319831817866877
-4.0433703703703704e-05,3.3586117301909102
-4.0423703703703702e-05,4.1002815873699365
-4.0413703703703701e-05,3.6493164983315074
-4.0403703703703706e-05,3.8133038034363436
-4.0393703703703704e-05,3.9288403138511665
-4.0383703703703703e-05,3.5412339563304691
-4.0373703703703701e-05,4.1673673030942826
-4.0363703703703706e-05,3.3101609355012132
-4.0353703703703705e-05,4.3760784186827406
-4.0343703703703703e-05,3.1536275988097717
-4.0333703703703702e-05,4.4767069922691807
-4.0323703703703707e-05,3.0157291831540345
-4.0313703703703705e-05,4.5363387395807209
-4.0303703703703704e-05,2.9672783884632832
-4.0293703703703702e-05,4.5698815974430893
-4.0283703703703707e-05,2.9747323568778681
-4.0273703703703706e-05,4.5177038185460718
-4.0263703703703704e-05,2.9970942621187211
-4.0253703703703702e-05,4.4655260396490553
-4.0243703703703701e-05,3.0753609304648348
-4.0233703703703706e-05,4.3686244502688814
-4.0223703703703704e-05,3.2020783934998596
-4.0213703703703703e-05,4.2158180977847604
-4.0203703703703701e-05,3.3027069670873206
-4.0193703703703706e-05,4.0891006347491476
-4.0183703703703705e-05,1.5100275635537384
-4.0173703703703703e-05,-3.2008804740055057
-4.0163703703703702e-05,1.0776973955481142
-4.0153703703703707e-05,-2.813274116483039
-4.0143703703703705e-05,0.56337357499357388
-4.0133703703703703e-05,-2.3436741064116555
-4.0123703703703702e-05,0.13849737540357879
-4.0113703703703707e-05,-1.9225248910276533
-4.0103703703703705e-05,-0.27892485577255677
-4.0093703703703704e-05,-1.5237375808871036
-4.0083703703703702e-05,-0.69262010274176244
-4.0073703703703701e-05,-1.1025883655040571
-4.0063703703703706e-05,-1.143585191780266
-4.0053703703703704e-05,-0.70007407115562204
-4.0043703703703703e-05,-1.5051026598524548
-4.0033703703703701e-05,-0.37955342936030656
-4.0023703703703706e-05,-1.7995344121999075
-4.0013703703703705e-05,-0.12611850328843571
-4.0003703703703703e-05,-2.004518543581046
-3.9993703703703701e-05,0.019233880780856333
-3.9983703703703707e-05,-2.1126010855810402
-3.9973703703703705e-05,0.10868150174814054
-3.9963703703703703e-05,-2.1647788644790262
-3.9953703703703702e-05,0.11240848595507032
-3.9943703703703707e-05,-2.1200550539948537
-3.9933703703703705e-05,0.067684675471912939
-3.9923703703703704e-05,-2.0529693382711329
-3.9913703703703702e-05,-0.021762945494401817
-3.9903703703703707e-05,-1.9448867962692944
-3.9893703703703706e-05,-0.1633883453577335
-3.9883703703703704e-05,-1.7659915543375395
-3.9873703703703703e-05,-0.33855660308343327
-3.9863703703703701e-05,-1.5833693281975125
-3.9853703703703706e-05,-0.55472168708536063
-3.9843703703703705e-05,-1.3709312284029826
-3.9833703703703703e-05,-0.75970581846649854
-3.9823703703703701e-05,-1.1584931286078937
-3.9813703703703707e-05,-0.95723598143386845
-3.9803703703703705e-05,-0.98705185508921522
-3.9793703703703703e-05,-1.1361312233664065
-3.9783703703703702e-05,-0.83424550260530606
-3.9773703703703707e-05,-1.300118528471105
-3.9763703703703705e-05,-0.70007407115562204
-3.9753703703703704e-05,-1.4193820230930698
-3.9743703703703702e-05,-0.59944549756851795
-3.9733703703703707e-05,-1.4790137704035464
-3.9723703703703706e-05,-0.54354073446457118
-3.9713703703703704e-05,-1.5349185335078932
-3.9703703703703703e-05,-0.5025439081883436
-3.9693703703703701e-05,-1.5423725019212815
-3.9683703703703706e-05,-0.50627089239527345
-3.9673703703703705e-05,-1.5423725019217527
-3.9663703703703703e-05,-0.55844867129229037
-3.9653703703703701e-05,-1.4827407546104763
-3.9643703703703706e-05,-0.6031724817758477
-3.9633703703703705e-05,-1.4156550388861402
-3.9623703703703703e-05,-0.68143915012097311
-3.9613703703703702e-05,-1.3262074179195762
-3.9603703703703707e-05,-0.77834073950139659
-3.9593703703703705e-05,-1.2740296390228083
-3.9583703703703704e-05,-0.85288042363974315
-3.9573703703703702e-05,-1.1473121759871958
-3.9563703703703707e-05,-0.96096296564079142
-3.9553703703703706e-05,-1.0727724918486001
